Substance Number;Common Name;Chemical Name;CAS Number;DOT Number;SHHS List;synonym;Source 1;CA;CO;MU;TE;F4;F3;F2;R4;R3;R2;R1;Source 2;Source 3;Source 4;Source 5;Source 6;Source 7;Source 8;Source 14;Source 15;Source 17;Source 18;Source 19;Source 20;Source 21;Source 22;non prefix
0152;ARSENIC;ARSENIC;           7440-38-2;1558;#;;1;CA;;;TE;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;;;ARSENIC
0153;ARSENIC ACID;ARSENIC ACID (H3AsO4);           7778-39-4;1554;#;;1;CA;;;;;;;;;;;2;3;4;5;6;;8;;;17;18;;20;21;;ARSENICACID
0154;ARSENIC BROMIDE;ARSENOUS TRIBROMIDE;           7784-33-0;1555;#;;1;CA;;;;;;;;;;;2;3;4;5;6;;8;;;17;18;;20;;;ARSENICBROMIDE
0156;ARSENIC DISULFIDE;ARSENIC SULFIDE;          56320-22-0;1557;#;;1;CA;;;TE;;;;;;;;2;3;4;5;6;7;8;14;;17;18;;20;;;ARSENICDISULFIDE
0157;ARSENIC IODIDE;ARSENOUS TRIIODIDE;           7784-45-4;1557;#;;1;CA;;;;;;;;;;;2;3;4;5;6;;8;;;17;18;;20;;;ARSENICIODIDE
0158;ARSENIC PENTOXIDE;ARSENIC OXIDE (As2O5);           1303-28-2;1559;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;14;15;17;18;19;20;21;;ARSENICPENTOXIDE
0159;ARSENIC TRICHLORIDE;ARSENOUS TRICHLORIDE;           7784-34-1;1560;#;;1;CA;;;;;;;;;;;2;3;4;5;6;;8;14;15;17;18;19;20;;22;ARSENICTRICHLORIDE
0161;ARSENIC TRIOXIDE;ARSENIC OXIDE (As2O3);           1327-53-3;1561;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;14;15;17;18;19;20;21;;ARSENICTRIOXIDE
0162;ARSENIC TRISULFIDE;ARSENIC SULFIDE (As2S3);           1303-33-9;1557;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;14;15;17;18;;20;;;ARSENICTRISULFIDE
0163;ARSINE;ARSINE;           7784-42-1;2188;#;;1;CA;;;;F4;;;;;R2;;2;3;4;5;6;7;8;;15;17;;19;;;22;ARSINE
0164;ASBESTOS;ASBESTOS;           1332-21-4;2212;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;;;ASBESTOS
0165;ASBESTOS, AMOSITE see Fact Sheet # 0164 on ASBESTOS;ASBESTOS, GRUNERITE;          12172-73-5;2212;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;;;17;;;;;;ASBESTOSAMOSITE
0166;ASBESTOS, ANTHOPHYLLITE see Fact Sheet # 0164 on ASBESTOS;ASBESTOS, ANTHOPHYLLITE;          77536-67-5;2212;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;;;17;;;;;;ASBESTOSANTHOPHYLLITE
0167;ASBESTOS, CHRYSOTILE see Fact Sheet # 0164 on ASBESTOS;ASBESTOS, CHRYSOTILE;          12001-29-5;2212;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;;;;17;;;;;;ASBESTOSCHRYSOTILE
0168;ASBESTOS, CROCIDOLITE see Fact Sheet # 0164 on ASBESTOS;ASBESTOS, CROCIDOLITE;          12001-28-4;2212;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;;;;17;;;;;;ASBESTOSCROCIDOLITE
0170;ASPHALT;ASPHALT;           8052-42-4;1999;;;;;;;;;;;;;;;2;3;4;;;7;;;15;17;;;;;;ASPHALT
0171;ATRAZINE;1,3,5-TRIAZINE-2,4-DIAMINE, 6-CHLORO-N-ETHYL-N'-(1-METHYLETHYL)-;           1912-24-9;2763;;;;;;;;;;;;;;;2;3;4;;6;7;8;;;17;18;;;;;ATRAZINE
0172;AVITROL;4-PYRIDINAMINE;            504-24-5;2671;;;;;;;;;;;;;;;;3;;;6;;8;14;;17;;19;20;21;;AVITROL
0173;AZASERINE;L-SERINE, DIAZOACETATE (ESTER);            115-02-6;3077;#;;;CA;;;;;;;;;;;;3;;;;7;;;;17;;;20;21;;AZASERINE
0175;1-AZIRIDINYL PHOSPHINE OXIDE (TRIS);AZIRIDINE, 1,1'1''-PHOSPHINYLIDYNETRIS-;            545-55-1;2501;;;;;;;;;;;;;;;;3;;;;7;;;;17;;;;;;AZIRIDINYLPHOSPHINEOXIDETRIS
0179;AZODIISOBUTYRONITRILE;PROPANENITRILE, 2,2'-AZOBIS 2-METHYL-;             78-67-1;1325;#;;;;;;;;F3;;;R3;;;;3;;;;;;;15;17;;;;;;AZODIISOBUTYRONITRILE
0180;BARIUM;BARIUM;           7440-39-3;1400;#;;1;;;;;;F3;;;;R2;;2;3;4;;6;;8;;;17;18;;;;;BARIUM
0181;BARIUM AZIDE;BARIUM AZIDE (Ba(N3)2);          18810-58-7;1571;#;;1;;;;;F4;;;;R3;;;2;3;4;;6;;8;;;17;18;;;;;BARIUMAZIDE
0182;BARIUM BROMATE;BROMIC ACID, BARIUM SALT;          13967-90-3;2719;;;1;;;;;;;;;;;;2;3;4;;6;;;;;17;18;;;;;BARIUMBROMATE
0183;BARIUM CHLORATE;CHLORIC ACID, BARIUM SALT;          13477-00-4;1445;;;1;;;;;;;;;;;R1;2;3;4;;6;;;;15;17;18;;;;;BARIUMCHLORATE
0184;BARIUM CYANIDE;BARIUM CYANIDE (Ba(CN)2);            542-62-1;1565;;;1;;;;;;;;;;;;2;3;4;;6;;8;;;17;18;;20;21;;BARIUMCYANIDE
0185;BARIUM HYPOCHLORITE;HYPOCHLOROUS ACID, BARIUM SALT;          13477-10-6;2741;;;1;;;;;;;;;;;;2;3;4;;6;;;;;17;18;;;;;BARIUMHYPOCHLORITE
0186;BARIUM NITRATE;NITRIC ACID, BARIUM SALT;          10022-31-8;1446;;;1;;;;;;;;;;;;2;3;4;;6;;;;;17;18;;;;;BARIUMNITRATE
0187;BARIUM OXIDE;BARIUM OXIDE (BaO);           1304-28-5;1884;#;;1;;;;;;;;;;R2;;2;3;4;;6;;;;;17;18;;;;;BARIUMOXIDE
0188;BARIUM PERCHLORATE;PERCHLORIC ACID, BARIUM SALT;          13465-95-7;1447;;;1;;;;;;;;;;;;2;3;4;;6;;;;;17;18;;;;;BARIUMPERCHLORATE
0189;BARIUM PERMANGANATE;PERMANGANIC ACID (HMnO4), BARIUM SALT;           7787-36-2;1448;;;1;;;;;;;;;;;;2;3;4;;6;;;;;17;18;;;;;BARIUMPERMANGANATE
0190;BARIUM PEROXIDE;BARIUM PEROXIDE (Ba(O2));           1304-29-6;1449;;;1;;;;;;;;;;;;2;3;4;;6;;;;;17;18;;;;;BARIUMPEROXIDE
0191;BENDIOCARB;1,3-BENZODIOXOL-4-OL, 2,2-DIMETHYL-,METHYLCARBAMATE;          22781-23-3;2757;;;;;;;;;;;;;;;;3;;;6;;;14;;17;18;;20;21;;BENDIOCARB
0192;BENOMYL;CARBAMIC ACID, [1-[(BUTYLAMINO)CARBONYL]-1H-BENZIMIDAZOL-2-YL]-, METHYL ESTER;          17804-35-2;2757;#;;1;;;;TE;;;;;;;;2;3;4;;6;;8;;;17;18;;20;21;;BENOMYL
0193;BENZ(a)ANTHRACENE;BENZ[a]ANTHRACENE;             56-55-3;3077;#;;1;CA;;MU;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;21;;BENZANTHRACENE
0194;BENZ(a)ANTHRACENE, 7,12-DIMETHYL-;BENZ[a]ANTHRACENE, 7,12-DIMETHYL-;             57-97-6;3077;#;;;CA;;MU;TE;;;F2;;;;;;3;;;6;;;;;17;18;;20;21;;BENZANTHRACENEDIMETHYL
0195;BENZAL CHLORIDE;BENZENE, (DICHLOROMETHYL)-;             98-87-3;1886;#;;;CA;;;;;;;;;;;;3;;;6;7;;;;17;18;19;20;21;;BENZALCHLORIDE
0196;BENZALDEHYDE;BENZALDEHYDE;            100-52-7;1990;;;;;;;;;;F2;;;;;;3;;;;;8;;15;17;;;;;;BENZALDEHYDE
0197;BENZENE;BENZENE;             71-43-2;1114;#;;1;CA;;MU;;;F3;;;;;;2;3;4;5;6;7;8;;15;17;18;;20;21;;BENZENE
0198;1,2-METHYLENEDIOXY-4-PROPENYL-BENZENE;1,3-BENZODIOXOLE, 5-(1-PROPENYL)-;            120-58-1;3082;;;;;;;;;;;;;;;;3;;;6;7;;;;17;18;;20;21;;METHYLENEDIOXYPROPENYLBENZENE
0199;1,2-METHYLENEDIOXY-4-PROPYLBENZENE;1,3-BENZODIOXOLE, 5-PROPYL-;             94-58-6;3082;#;;;CA;;;;;;;;;;;;3;;;6;7;;;;17;18;;20;21;;METHYLENEDIOXYPROPYLBENZENE
0200;BENZENE PHOSPHOROUS DICHLORIDE;PHOSPHONOUS DICHLORIDE, PHENYL-;            644-97-3;2798;#;;;;CO;;;;;;;;;R1;;3;;;;;;;;17;;;;;;BENZENEPHOSPHOROUSDICHLORIDE
0201;BENZENE PHOSPHOROUS THIODICHLORIDE;PHOSPHORODICHLORIDOTHIOUS ACID, PHENYL ESTER;          14684-25-4;2799;#;;;;CO;;;;;;;;;R1;;3;;;;;;;;17;;;;;;BENZENEPHOSPHOROUSTHIODICHLORIDE
0202;BENZENE SULFONYL CHLORIDE;BENZENESULFONYL CHLORIDE;             98-09-9;2225;#;;;;CO;;;;;;;;;R1;;3;;;;;;;;17;;;20;21;;BENZENESULFONYLCHLORIDE
0203;BENZENETHIOL;BENZENETHIOL;            108-98-5;2337;#;;;;;;;;F3;;;;;;2;3;4;;6;;;;;17;;19;20;21;;BENZENETHIOL
0204;BENZIDINE;[1,1'-BIPHENYL]-4,4'-DIAMINE;             92-87-5;1885;#;;1;CA;;MU;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;21;;BENZIDINE
0205;ETHYL-4,4'-DICHLOROBENZILATE;BENZENEACETIC ACID, 4-CHLORO-.alpha.-(4-CHLOROPHENYL)-.alpha.-HYDROXY-, ETHYL ESTER;            510-15-6;2996;#;;;CA;;;;;;;;;;;;3;;;6;7;8;;;17;18;;20;21;;ETHYLDICHLOROBENZILATE
0206;VM & P  NAPHTHA;LIGROINE;           8032-32-4;1268;#;;;;;;;;F3;;;;;;2;3;4;;;;;;15;17;;;;;;VMPNAPHTHA
0207;BENZO(a)PYRENE;BENZO[a]PYRENE;             50-32-8;3077;#;;1;CA;;MU;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;21;;BENZOPYRENE
0208;BENZO(b)FLUORANTHENE;BENZ[e]ACEPHENANTHRYLENE;            205-99-2;3077;#;;;CA;;;;;;;;;;;2;3;;5;6;7;8;;;17;18;;20;;;BENZOFLUORANTHENE1
0209;BENZOIC ACID;BENZOIC ACID;             65-85-0;3077;;;;;;;;;;;;;;;;3;;;;;8;;15;17;;;20;;;BENZOICACID
0210;BENZO(j)FLUORANTHENE;BENZO[j]FLUORANTHENE;            205-82-3;3077;#;;;CA;;;;;;;;;;;;3;;5;6;7;;;;17;18;;;;;BENZOFLUORANTHENE2
0211;BENZONITRILE;BENZONITRILE;            100-47-0;2224;;;;;;;;;;F2;;;;;;3;;;;;;;;17;;;20;;;BENZONITRILE
0212;BENZOTRICHLORIDE;BENZENE, (TRICHLOROMETHYL)-;             98-07-7;2226;#;;;CA;CO;;;;;;;;;;2;3;;5;6;7;8;;15;17;18;19;20;21;;BENZOTRICHLORIDE
0213;BENZOTRIFLUORIDE;BENZENE, (TRIFLUOROMETHYL)-;             98-08-8;2338;#;;;;;;;;F3;;;;;R1;;3;;;;;;;15;17;;;;;;BENZOTRIFLUORIDE
0214;BENZOYL CHLORIDE;BENZOYL CHLORIDE;             98-88-4;1736;#;;;CA;CO;;;;;F2;;;R2;;2;3;;;6;7;;;15;17;18;;20;;;BENZOYLCHLORIDE
0215;BENZOYL PEROXIDE;PEROXIDE, DIBENZOYL;             94-36-0;3104;#;;1;;;;;F4;;;R4;;;;2;3;4;;6;7;;;;17;18;;;;;BENZOYLPEROXIDE
0216;BENZYL BROMIDE;BENZENE, (BROMOMETHYL)-;            100-39-0;1737;#;;;;CO;;;;;F2;;;;;;3;;;;;;;;17;;;;;;BENZYLBROMIDE
0217;BENZYL CHLORIDE;BENZENE, (CHLOROMETHYL)-;            100-44-7;1738;#;;1;CA;CO;MU;;;;F2;;;;R1;2;3;4;;6;7;8;;15;17;18;19;20;21;;BENZYLCHLORIDE
0218;BENZYL CHLOROFORMATE;CARBONOCHLORIDIC ACID, PHENYLMETHYL ESTER;            501-53-1;1739;#;;;;CO;;;;;F2;;;;;;3;;;;;;;;17;;;;;;BENZYLCHLOROFORMATE
0219;BENZYL DIMETHYLAMINE;BENZENEMETHANAMINE, N,N-DIMETHYL-;            103-83-3;2619;#;;;;CO;;;;;F2;;;;;;3;;;;;;;;17;;;;;;BENZYLDIMETHYLAMINE
0220;BENZYL IODIDE;BENZENE, (IODOMETHYL)-;            620-05-3;2653;;;;;;;;;;;;;;;;3;;;;;;;;17;;;;;;BENZYLIODIDE
0222;BERYLLIUM;BERYLLIUM;           7440-41-7;1567;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;;15;17;18;;20;21;;BERYLLIUM
0223;BERYLLIUM CHLORIDE;BERYLLIUM CHLORIDE (BeCl2);           7787-47-5;1566;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;;;BERYLLIUMCHLORIDE
0224;BERYLLIUM FLUORIDE;BERYLLIUM FLUORIDE (BeF2);           7787-49-7;1566;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;;;BERYLLIUMFLUORIDE
0225;BERYLLIUM NITRATE;NITRIC ACID, BERYLLIUM SALT;          13597-99-4;2464;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;;;BERYLLIUMNITRATE
0226;BERYLLIUM OXIDE;BERYLLIUM OXIDE (BeO);           1304-56-9;1566;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;;;BERYLLIUMOXIDE
0227;beta-DIMETHYLAMINOPROPIONITRILE;PROPANENITRILE, 3-(DIMETHYLAMINO)-;           1738-25-6;;;;;;;;;;;F2;;;;R1;;;4;;;;;;15;;;;;;;DIMETHYLAMINOPROPIONITRILE
0228;beta-PROPIOLACTONE;2-OXETANONE;             57-57-8;;#;;1;CA;CO;MU;;;;F2;;;;;2;;4;5;6;7;8;;15;;18;19;20;;;PROPIOLACTONE
0229;4-NITROBIPHENYL;1,1'-BIPHENYL, 4-NITRO-;             92-93-3;;;;1;;;;;;;;;;;;2;;4;;6;7;;;;;18;;20;21;;NITROBIPHENYL
0230;BIS(AMINOPROPYL)AMINE;1,3-PROPANEDIAMINE, N-(3-AMINOPROPYL)-;             56-18-8;2269;#;;;;CO;;;;;F2;;;;;;3;;;;;;;;17;;;;;;BISAMINOPROPYLAMINE
0231;BIS(AMINOPROPYL)PIPERAZINE;1,4-PIPERAZINEDIPROPANAMINE;           7209-38-3;1760;#;;;;CO;;;;;;;;;;;3;;;;;;;;17;;;;;;BISAMINOPROPYLPIPERAZINE
0232;BIS (2-CHLOROETHYL) ETHER;ETHANE, 1,1'-OXYBIS[2-CHLORO-;            111-44-4;1916;#;;1;CA;;;;;;F2;;;;R1;2;3;4;;6;7;8;;15;17;18;19;20;21;;BISCHLOROETHYLETHER
0234;BIS(CHLOROMETHYL)ETHER;METHANE, OXYBIS[CHLORO-;            542-88-1;2249;#;;1;CA;;;;;F3;;;;;R1;2;3;4;5;6;7;8;;15;17;18;19;20;21;22;BISCHLOROMETHYLETHER
0235;BIS(2-CHLORO-1-METHYLETHYL)ETHER;PROPANE, 2,2'-OXYBIS[1-CHLORO-;            108-60-1;2354;;;;;;;;;;F2;;;;;;3;;;6;7;8;;15;17;18;;20;21;;BISCHLOROMETHYLETHYLETHER
0236;1,2-BIS-(DIMETHYLAMINO)-ETHANE;1,2-ETHANEDIAMINE, N,N,N',N'-TETRAMETHYL-;            110-18-9;2372;#;;;;;;;;F3;;;;;;;3;;;;;;;;17;;;;;;BISDIMETHYLAMINOETHANE
0237;BIS(2-ETHYLHEXYL)ADIPATE;HEXANEDIOIC ACID, BIS(2-ETHYLHEXYL) ESTER;            103-23-1;;#;;;CA;;;;;;;;;;;;;;;;7;8;;15;;;;;;;BISETHYLHEXYLADIPATE
0238;BIS(2-ETHYLHEXYL)PHTHALATE;1,2-BENZENEDICARBOXYLIC ACID, BIS(2-ETHYLHEXYL) ESTER;            117-81-7;;#;;1;CA;;;TE;;;;;;;;2;;4;5;6;7;8;;;;18;;20;21;;BISETHYLHEXYLPHTHALATE
0239;BISMUTH TELLURIDE;BISMUTH TELLURIDE (Bi2Te3);           1304-82-1;;;;1;;;;;;;;;;;;2;;4;;;;;;;;;;;;;BISMUTHTELLURIDE
0240;BLADEX;PROPANENITRILE, 2-[[4-CHLORO-6-(ETHYLAMINO)-1,3,5-TRIAZIN-2-YL]AMINO]-2-METHYL-;          21725-46-2;;#;;;;;;TE;;;;;;;;;;;;6;;8;14;;;18;;;;;BLADEX
0241;BORATE COMPOUNDS, Inorganic;;;;;;;;;;;;;;;;;;2;;4;;;;;;;;;;;;;BORATECOMPOUNDSInorganic
0242;BORNEOL;BICYCLO [2.2.1]HEPTAN-2-OL, 1,7,7-TRIMETHYL-, (1R,2S,4R)-rel-;            507-70-0;1312;;;;;;;;;;F2;;;;;;3;;;;;;;15;17;;;;;;BORNEOL
0243;BORON OXIDE;BORON OXIDE (B2O3);           1303-86-2;;;;1;;;;;;;;;;;;2;;4;;;;8;;;;;;;;;BORONOXIDE
0244;BORON TRIBROMIDE;BORANE, TRIBROMO-;          10294-33-4;2692;#;;;;CO;;;;;;;;R2;;2;3;4;;;;8;;15;17;;;;;;BORONTRIBROMIDE
0245;BORON TRICHLORIDE;BORANE, TRICHLORO-;          10294-34-5;1741;#;;;;CO;;;;;;;;R2;;;3;;;6;;8;;;17;18;19;;;22;BORONTRICHLORIDE
0246;BORON TRIFLUORIDE;BORANE, TRIFLUORO-;           7637-07-2;1008;;;1;;;;;;;;;;;R1;2;3;4;;6;;8;;15;17;18;19;;;22;BORONTRIFLUORIDE
0248;BORON TRIFLUORIDE DIETHYL ETHERATE;BORON, TRIFLUORO[1,1'-OXYBIS[ETHANE]] -, (T-4)-;            109-63-7;2604;#;;;;CO;;;;;F2;;;R2;;;3;;;;;8;;15;17;;;;;;BORONTRIFLUORIDEDIETHYLETHERATE
0249;BORON TRIFLUORIDE DIHYDRATE;BORANE, TRIFLUORO-, DIHYDRATE;          13319-75-0;2851;#;;;;CO;;;;;;;;;;;3;;;;;8;;;17;;;;;;BORONTRIFLUORIDEDIHYDRATE
0250;BORON TRIFLUORIDE DIMETHYL ETHERATE;BORON, TRIFLUORO[OXYBIS [METHANE]] -, (T-4)-;            353-42-4;2965;#;;;;CO;;;;F3;;;;R2;;;3;;;6;;8;;;17;;19;;;;BORONTRIFLUORIDEDIMETHYLETHERATE
0251;BROMACIL;2,4(1H,3H)-PYRIMIDINEDIONE, 5-BROMO-6-METHYL-3-(1-METHYLPROPYL)-;            314-40-9;;;;;;;;;;;;;;;;2;;4;;6;;;;;;18;;;;;BROMACIL
0252;BROMINE;BROMINE;           7726-95-6;1744;#;;1;;CO;;;;;;;;;;2;3;4;;6;;;;15;17;18;19;;;22;BROMINE
0253;BROMINE CHLORIDE;BROMINE CHLORIDE (BrCl);          13863-41-7;2901;;;;;;;;;;;;;;;;3;;;;;;;;17;;;;;;BROMINECHLORIDE
0254;BROMINE PENTAFLUORIDE;BROMINE FLUORIDE (BrF5);           7789-30-2;1745;#;;;;CO;;;;;;;R3;;;2;3;4;;;;;;15;17;;;;;;BROMINEPENTAFLUORIDE
0255;BROMINE TRIFLUORIDE;BROMINE FLUORIDE (BrF3);           7787-71-5;1746;#;;;;CO;;;;;;;R3;;;;3;;;;;;;15;17;;;;;;BROMINETRIFLUORIDE
0256;BROMOACETONE;2-PROPANONE, 1-BROMO-;            598-31-2;1569;;;;;;;;;;F2;;;;;;3;;;;;;;;17;;;20;21;;BROMOACETONE
0257;BROMOACETYL BROMIDE;ACETYL BROMIDE, BROMO-;            598-21-0;2513;#;;;;CO;;;;;;;;R2;;;3;;;;;;;;17;;;;;;BROMOACETYLBROMIDE
0258;BROMOBENZENE;BENZENE, BROMO-;            108-86-1;2514;;;;;;;;;;F2;;;;;;3;;;;;;;15;17;;;;;;BROMOBENZENE
0259;BROMOBENZYL CYANIDE;BENZENEACETONITRILE, .alpha.-BROMO-;           5798-79-8;1694;;;1;;;;;;;;;;;;;3;;;6;;;;;17;;;20;;;BROMOBENZYLCYANIDE
0260;2-BROMOBUTANE;BUTANE, 2-BROMO-;             78-76-2;2339;#;;;;;;;;F3;;;;;;;3;;;;;;;;17;;;;;;BROMOBUTANE2
0261;BROMOETHYL ETHYL ETHER;ETHANE, 1-BROMO-2-ETHOXY-;            592-55-2;2340;#;;;;;;;;F3;;;;;R1;;3;;;;;;;;17;;;;;;BROMOETHYLETHYLETHER
0262;BROMOFORM;METHANE, TRIBROMO-;             75-25-2;2515;#;;1;CA;;;;;;;;;;;2;3;4;;6;7;8;;;17;18;;20;21;;BROMOFORM
0263;1-BROMO-3-METHYL BUTANE;BUTANE, 1-BROMO-3-METHYL-;            107-82-4;2341;#;;;;;;;;F3;;;;;;;3;;;;;;;;17;;;;;;BROMOMETHYLBUTANE
0264;2-BROMO-2-METHYLPROPANE;PROPANE, 2-BROMO-2-METHYL-;            507-19-7;2342;#;;;;;;;;F3;;;;;;;3;;;;;;;;17;;;;;;BROMOMETHYLPROPANE2
0265;1-BROMO-2-METHYLPROPANE;PROPANE, 1-BROMO-2-METHYL-;             78-77-3;2342;#;;;;;;;;F3;;;;;;;3;;;;;;;;17;;;;;;BROMOMETHYLPROPANE1
0266;2-BROMOPENTANE;PENTANE, 2-BROMO-;            107-81-3;2343;#;;;;;;;;F3;;;;;;;3;;;;;;;;17;;;;;;BROMOPENTANE
0267;2-BROMOPROPANE;PROPANE, 2-BROMO-;          75-26-3;2344;#;;;;;;;;F3;;;;;;;3;;;;;;;;17;;;;;;BROMOPROPANE
0268;3-BROMOPROPYNE;1-PROPYNE, 3-BROMO-;            106-96-7;2345;#;;;;;;;;F3;;R4;;;;;3;;;6;;;;15;17;;19;;;;BROMOPROPYNE
0269;BROMOTRIFLUOROETHYLENE;ETHENE, BROMOTRIFLUORO-;            598-73-2;2419;#;;;;;;;F4;;;;;R2;;;3;;;6;;;;;17;;;;;22;BROMOTRIFLUOROETHYLENE
0270;BRUCINE;STRYCHNIDIN-10-ONE, 2,3-DIMETHOXY-;            357-57-3;1570;;;;;;;;;;;;;;;;3;;5;6;;;;;17;18;;20;21;;BRUCINE
0272;1,3-BUTADIENE;1,3-BUTADIENE;            106-99-0;1010;#;;1;CA;;MU;;F4;;;;;R2;;2;3;4;5;6;7;8;;15;17;18;;20;;22;BUTADIENE2
0273;BUTANE;BUTANE;            106-97-8;1011;#;;;;;;;F4;;;;;;;2;3;4;;6;;;;15;17;;;;;22;BUTANE
0274;BUTANEDIONE;2,3-BUTANEDIONE;            431-03-8;2346;#;;;;;;;;F3;;;;;;;3;;;;;;;15;17;;;;;;BUTANEDIONE
0275;2-BUTOXY ETHANOL;ETHANOL, 2-BUTOXY-;            111-76-2;2369;#;;1;CA;;;;;;F2;;;;;2;3;4;;;;8;;15;17;;;;;;BUTOXYETHANOL
0276;BUTOXYL;1-BUTANOL, 3-METHOXY-, ACETATE;           4435-53-4;2708;;;;;;;;;;F2;;;;R1;;3;;;;;;;15;17;;;;;;BUTOXYL
;ISOTHIOCYANATOMETHANE     see  METHYL ISOTHIOCYANATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ISOTHIOCYANATOMETHANE
;2,4-DITHIOBIURET     see  DITHIOBIURET;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DITHIOBIURET2
;PHOSPHORODITHIOIC ACID, O-ETHYL S,S-DIPROPYL ESTER     see  ETHOPROPHOS;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PHOSPHORODITHIOICACIDOETHYLSSDIPROPYLESTER
;2-PENTANONE     see  METHYL PROPYL KETONE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENTANONE
;2-CHLORONAPHTHALENE     see  beta-CHLORONAPHTHALENE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CHLORONAPHTHALENE1
;PHOSPHONOTHIOIC ACID, METHYL-, S-[2-[BIS(1-METHYLETHYL) AMINO]ETHYL]O-ETHYL ESTER     see  VX;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PHOSPHONOTHIOIC ACIDMETHYLSBISMETHYLETHYL AMINOETHYLOETHYL ESTER
;HCFC-21     see  DICHLOROFLUOROMETHANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;HCFC21
;4-CHLORO-alpha-(1-METHYLETHYL)BENZENEACETIC ACID CYANO(3-PHENOXYPHENYL)METHYL ESTER     see  FENVALERATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CHLOROMETHYLETHYLBENZENEACETIC ACIDCYANOPHENOXYPHENYLMETHYLESTER
;HALON 2402     see  DIBROMOTETRAFLUOROETHANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;HALON2402
;QUIZALOFOP-ETHYL     see  ASSURE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;QUIZALOFOPETHYL
;HCFC-141b     see  1,1-DICHLORO-1-FLUOROETHANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;HCFC141b
;EPTC     see  S-ETHYLDIPROPYLTHIOCARBAMATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;EPTC
;S,S,S-TRIBUTYLTRITHIOPHOSPHATE     see  MERPHOS OXIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRIBUTYLTRITHIOPHOSPHATE
;BITUMENS, OXIDIZED    see  ASPHALT, OXIDIZED;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;BITUMENSOXIDIZED
;C.I. ORANGES     see  OIL ORANGE SS;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CIORANGES
;(2-METHOXYMETHYLETHOXY) PROPANOL     see  DIPROPYLENE GLYCOL METHYL ETHER;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHOXYMETHYLETHOXYPROPANOL
;1,1,2,2-TETRABROMOETHANE   see  ACETYLENE TETRABROMIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;TETRABROMOETHANE
;;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TETRAALUMINUM TRICARBIDE   see  ALUMINUM CARBIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;TETRAALUMINUMTRICARBIDE
;trans-2,3 BUTYLENE OXIDE   see  2,3-BUTYLENE OXIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUTYLENE OXIDE
;FUEL OIL #2   see  FUEL OILS (LIGHT);;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;FUELOIL2
;DIESEL OIL #2   see  FUEL OILS (LIGHT);;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIESELOIL2
;DIESEL FUEL #4   see  HEAVY FUEL OILS;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIESELFUEL4
;FUEL OIL #4   see  HEAVY FUEL OILS;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;FUELOIL4
